date,workerid,amount
Mon Jan 29 15:12:25 PST 2018,A1USR9JCAMDGM3,0.5
Mon Jan 29 15:14:50 PST 2018,A37AJI03M37NPJ,0.5
Mon Jan 29 15:16:05 PST 2018,A33VGSEJ44ORMF,0.5
Mon Jan 29 15:18:16 PST 2018,A1GVHFB9F270GX,0.5
Mon Jan 29 15:20:16 PST 2018,A2U41S6TL5EGKA,0.5
Mon Jan 29 15:23:17 PST 2018,A3CXK1KSRGU27V,0.5
Mon Jan 29 15:42:20 PST 2018,A3BYMQHF6JEPB,0.5
Mon Jan 29 16:06:09 PST 2018,A3I1W58P6SIV26,0.5
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
