date,workerid,amount
Wed Feb 14 16:28:36 PST 2018,A3SB7QYI84HYJT,0.5
Wed Feb 14 16:43:14 PST 2018,A2LV5O0YIKCG1I,0.5
Wed Feb 14 16:47:52 PST 2018,A1MYBMOZH043LK,0.5
Wed Feb 14 17:05:16 PST 2018,A3SX229VS1X6B6,0.5
Wed Feb 14 17:18:18 PST 2018,A16JMJHOUC2MGE,0.5
Wed Feb 14 17:22:30 PST 2018,A32Y9JC775LYLV,0.5
Wed Feb 14 17:53:55 PST 2018,AKTQD9Y44G495,0.5
Wed Feb 14 17:57:56 PST 2018,A3NBJ2WSWYJPWY,0.5
Wed Feb 14 18:38:07 PST 2018,A3LUBKV41WYBK3,0.5
,total paid to workers:,=SUM(c2:c10)
,40% paid to Amazon:,=.4*c11
,total:,=SUM(c11:c12
