date,workerid,amount
Mon Jan 29 15:10:54 PST 2018,A11X67ZZS62IIT,0.5
Mon Jan 29 15:13:13 PST 2018,A449IIYHDTWEC,0.5
Mon Jan 29 15:13:38 PST 2018,A6532GBMJMLNY,0.5
Mon Jan 29 15:16:25 PST 2018,A2CHKF2A6F4MIX,0.5
Mon Jan 29 15:19:41 PST 2018,A22QD6M0A2C77C,0.5
Mon Jan 29 15:27:46 PST 2018,A3PQUGIQQBPR98,0.5
Mon Jan 29 15:53:05 PST 2018,A2EWSDHG346PZE,0.5
Mon Jan 29 16:00:44 PST 2018,A1T7PZ560LG5O2,0.5
,total paid to workers:,=SUM(c2:c9)
,40% paid to Amazon:,=.4*c10
,total:,=SUM(c10:c11
